CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
492,25.30,62.90,27.37,56.50,613.010,137.000,No Turning-off Behavior,B
483,24.70,61.40,27.95,53.20,636.400,141.000,No Turning-off Behavior,B
462,25.10,61.80,28.04,53.50,18.170,145.000,No Turning-off Behavior,B
509,24.80,61.80,28.43,50.20,687.370,153.000,No Turning-off Behavior,B
535,24.80,62.00,28.52,50.80,649.020,161.000,No Turning-off Behavior,B
550,25.20,62.80,28.47,52.10,17.000,175.000,No Turning-off Behavior,B
522,25.10,62.50,29.72,47.20,700.460,189.000,No Turning-off Behavior,B
523,25.40,60.20,29.20,49.70,21.450,201.000,No Turning-off Behavior,B
511,25.10,59.40,29.91,46.80,673.110,205.000,No Turning-off Behavior,B
492,26.00,59.90,29.45,47.70,646.220,210.000,No Turning-off Behavior,B
444,26.40,57.90,30.54,44.30,15.830,217.000,No Turning-off Behavior,B
473,25.20,58.70,29.69,46.30,615.590,213.000,No Turning-off Behavior,B
463,25.60,58.10,30.69,44.10,24.250,231.000,No Turning-off Behavior,B
453,25.90,59.80,31.20,43.60,675.910,235.000,No Turning-off Behavior,B
425,26.80,56.90,30.08,44.40,654.630,232.000,No Turning-off Behavior,B
428,26.90,56.70,30.13,43.60,18.640,238.000,No Turning-off Behavior,B
442,25.80,58.50,30.81,41.60,661.410,250.000,No Turning-off Behavior,B
432,26.50,55.70,30.58,42.80,627.510,253.000,No Turning-off Behavior,B
444,26.20,55.80,30.89,41.10,676.850,273.000,No Turning-off Behavior,B
449,25.60,57.60,31.53,41.60,616.520,260.000,No Turning-off Behavior,B
439,27.10,55.80,30.66,43.00,17.700,155.000,No Turning-off Behavior,B
440,26.20,56.90,30.23,44.20,6.950,143.000,No Turning-off Behavior,B
440,26.10,59.20,31.01,42.10,516.680,218.000,No Turning-off Behavior,B
423,26.50,56.40,31.35,41.40,593.840,246.000,No Turning-off Behavior,B
435,26.20,57.10,31.47,40.50,611.140,229.000,No Turning-off Behavior,B
451,27.30,54.60,31.56,39.60,324.480,212.000,No Turning-off Behavior,B
438,26.10,56.50,32.28,37.60,639.200,198.000,No Turning-off Behavior,B
453,26.80,56.10,31.13,41.90,598.280,182.000,No Turning-off Behavior,B
485,26.10,56.20,31.60,39.90,501.720,161.000,No Turning-off Behavior,B
462,26.10,56.40,31.70,39.80,571.860,163.000,No Turning-off Behavior,B
433,26.80,56.60,31.61,40.00,227.680,172.000,No Turning-off Behavior,B
443,26.50,56.90,31.36,40.40,524.400,169.000,No Turning-off Behavior,B
442,27.30,54.50,30.70,41.90,23.320,151.000,No Turning-off Behavior,B
440,26.50,55.50,31.78,41.30,366.570,154.000,No Turning-off Behavior,B
445,26.60,56.50,31.11,42.30,506.630,155.000,No Turning-off Behavior,B
446,27.00,55.30,30.90,42.80,194.010,148.000,No Turning-off Behavior,B
443,26.90,56.90,31.19,41.70,475.530,137.000,No Turning-off Behavior,B
441,26.10,55.90,31.06,42.30,361.890,131.000,No Turning-off Behavior,B
462,25.30,57.30,31.02,42.20,461.730,130.000,No Turning-off Behavior,B
473,24.70,57.90,31.11,42.70,473.660,120.000,No Turning-off Behavior,B
487,25.10,61.10,30.43,44.70,195.180,106.000,No Turning-off Behavior,B
469,25.10,66.60,20.12,100.00,1.570,32.000,No Turning-off Behavior,B
455,24.80,66.30,20.22,100.00,2.040,24.000,No Turning-off Behavior,B
449,24.70,67.60,20.38,100.00,1.800,43.000,No Turning-off Behavior,B
450,24.50,68.80,20.34,99.80,1.800,28.000,No Turning-off Behavior,B
451,24.50,67.70,20.44,98.90,2.510,67.000,No Turning-off Behavior,B
441,24.50,68.20,20.70,97.80,2.040,45.000,No Turning-off Behavior,B
448,24.30,68.00,20.83,96.90,1.800,44.000,No Turning-off Behavior,B
452,24.20,68.20,20.85,96.60,2.040,54.000,No Turning-off Behavior,B
463,24.10,68.50,20.97,95.60,2.510,60.000,No Turning-off Behavior,B
464,24.10,68.00,20.97,93.90,2.270,85.000,No Turning-off Behavior,B
460,23.90,68.50,21.21,93.20,2.740,105.000,No Turning-off Behavior,B
451,24.20,69.00,21.34,92.90,2.740,92.000,No Turning-off Behavior,B
434,24.10,69.00,21.39,93.70,1.800,83.000,No Turning-off Behavior,B
439,23.90,69.30,21.48,94.80,2.270,44.000,No Turning-off Behavior,B
441,23.80,70.00,21.32,95.60,2.510,73.000,No Turning-off Behavior,B
424,23.80,69.20,21.37,95.40,2.740,65.000,No Turning-off Behavior,B
425,23.90,69.80,21.54,94.00,2.040,51.000,No Turning-off Behavior,B
422,23.90,69.70,21.63,93.60,2.270,43.000,No Turning-off Behavior,B
429,23.90,73.70,21.52,93.90,2.510,30.000,No Turning-off Behavior,B
445,24.40,74.10,21.57,94.30,1.800,22.000,No Turning-off Behavior,B
459,24.70,72.60,21.30,94.60,1.570,20.000,No Turning-off Behavior,B
483,25.10,71.20,21.09,94.80,2.040,17.000,No Turning-off Behavior,B
498,25.30,70.50,20.77,96.30,1.800,18.000,No Turning-off Behavior,B
453,24.70,73.80,20.83,97.30,1.340,9.000,No Turning-off Behavior,B
434,24.70,73.30,20.67,97.70,2.270,24.000,No Turning-off Behavior,B
468,25.40,71.00,20.49,98.80,1.800,35.000,No Turning-off Behavior,B
466,25.20,72.00,20.41,99.40,2.270,43.000,No Turning-off Behavior,B
487,25.40,72.20,20.41,100.00,2.270,51.000,No Turning-off Behavior,B
499,25.50,71.40,20.59,100.00,2.270,65.000,No Turning-off Behavior,B
468,25.30,72.70,20.73,100.00,2.510,42.000,No Turning-off Behavior,B
469,25.40,72.60,20.89,100.00,2.040,64.000,No Turning-off Behavior,B
507,25.90,71.00,20.88,100.00,2.740,55.000,No Turning-off Behavior,B
568,26.10,70.70,20.85,99.50,2.510,25.000,No Turning-off Behavior,B
577,26.20,70.30,20.96,99.10,1.800,35.000,No Turning-off Behavior,B
604,26.30,70.10,21.04,98.40,2.270,33.000,No Turning-off Behavior,B
622,26.40,69.60,21.14,97.50,2.270,60.000,No Turning-off Behavior,B
615,26.50,69.30,21.16,96.90,2.510,43.000,No Turning-off Behavior,B
631,26.50,69.10,21.10,97.00,1.800,51.000,No Turning-off Behavior,B
573,26.30,69.90,21.04,97.00,2.040,43.000,No Turning-off Behavior,B
585,26.40,69.60,21.06,96.90,2.510,44.000,No Turning-off Behavior,B
578,26.50,69.20,21.08,97.30,2.040,27.000,No Turning-off Behavior,B
560,26.40,69.60,21.03,97.90,2.040,49.000,No Turning-off Behavior,B
549,26.20,70.30,21.10,98.20,2.510,43.000,No Turning-off Behavior,B
567,26.40,69.70,21.13,98.30,1.800,60.000,No Turning-off Behavior,B
519,26.20,70.30,21.27,98.40,2.270,67.000,No Turning-off Behavior,B
491,26.20,70.10,21.05,97.70,2.270,50.000,No Turning-off Behavior,B
498,26.30,69.60,21.21,96.80,2.040,15.000,No Turning-off Behavior,B
486,26.30,69.30,21.17,96.00,1.570,29.000,No Turning-off Behavior,B
469,26.20,69.20,21.24,95.10,1.570,33.000,No Turning-off Behavior,B
458,26.20,69.10,21.22,94.00,2.040,40.000,No Turning-off Behavior,B
450,26.20,69.00,21.46,92.60,1.570,27.000,No Turning-off Behavior,B
455,26.10,68.90,21.47,92.40,1.340,23.000,No Turning-off Behavior,B
454,26.10,68.90,21.56,92.00,1.570,23.000,No Turning-off Behavior,B
496,25.40,62.10,23.35,76.50,2.970,125.000,No Turning-off Behavior,B
509,25.20,61.50,23.49,76.50,2.510,84.000,No Turning-off Behavior,B
524,25.10,61.40,23.41,76.20,2.510,84.000,No Turning-off Behavior,B
525,25.00,61.40,23.65,75.30,2.740,146.000,No Turning-off Behavior,B
520,24.90,61.30,23.81,74.30,2.740,137.000,No Turning-off Behavior,B
513,24.90,61.50,23.98,74.60,2.970,119.000,No Turning-off Behavior,B
512,24.80,61.40,24.19,74.30,2.270,95.000,No Turning-off Behavior,B
504,24.80,61.40,24.22,73.90,2.740,105.000,No Turning-off Behavior,B
511,24.80,61.40,24.35,72.90,2.510,106.000,No Turning-off Behavior,B
498,24.70,61.50,24.37,73.20,2.740,120.000,No Turning-off Behavior,B
559,25.20,60.20,24.25,74.10,2.970,73.000,No Turning-off Behavior,B
505,25.00,60.20,24.55,73.20,2.040,66.000,No Turning-off Behavior,B
472,24.80,60.50,24.57,73.30,2.510,54.000,No Turning-off Behavior,B
451,24.70,60.50,24.35,74.70,2.270,42.000,No Turning-off Behavior,B
541,25.90,68.90,28.56,86.20,457.520,185.000,No Turning-off Behavior,B
537,25.80,68.70,29.16,84.30,229.550,181.000,No Turning-off Behavior,B
547,25.70,68.70,29.29,82.30,524.860,169.000,No Turning-off Behavior,B
540,25.70,68.90,30.04,78.20,616.750,178.000,No Turning-off Behavior,B
522,25.60,68.60,29.83,79.00,14.430,193.000,No Turning-off Behavior,B
535,25.60,68.20,30.39,77.80,601.090,198.000,No Turning-off Behavior,B
519,25.60,67.90,30.98,73.80,470.380,200.000,No Turning-off Behavior,B
515,25.80,66.80,31.30,71.50,26.360,202.000,No Turning-off Behavior,B
508,25.70,67.40,30.76,73.90,77.560,159.000,No Turning-off Behavior,B
503,25.70,68.30,30.99,72.90,41.790,185.000,No Turning-off Behavior,B
496,25.60,69.00,31.12,73.80,489.320,280.000,No Turning-off Behavior,B
465,25.80,69.40,31.24,72.20,280.520,239.000,No Turning-off Behavior,B
456,25.80,69.00,31.98,69.70,25.420,283.000,No Turning-off Behavior,B
440,25.70,68.80,31.57,71.20,326.820,260.000,No Turning-off Behavior,B
438,25.40,67.60,32.40,69.00,495.400,262.000,No Turning-off Behavior,B
447,25.20,66.90,33.05,66.00,40.150,227.000,No Turning-off Behavior,B
453,25.00,66.30,32.66,66.60,656.510,243.000,No Turning-off Behavior,B
457,24.90,65.50,33.00,64.50,649.960,253.000,No Turning-off Behavior,B
504,25.10,66.00,33.80,64.60,98.840,258.000,No Turning-off Behavior,B
478,25.20,66.30,33.21,63.80,664.920,253.000,No Turning-off Behavior,B
530,25.20,65.00,34.74,59.40,651.130,242.000,No Turning-off Behavior,B
507,25.20,64.20,34.20,58.60,544.270,237.000,No Turning-off Behavior,B
514,25.10,63.90,34.21,58.40,648.560,226.000,No Turning-off Behavior,B
526,25.00,63.50,34.61,55.40,36.880,156.000,No Turning-off Behavior,B
544,25.00,63.40,33.84,59.70,25.420,147.000,No Turning-off Behavior,B
558,24.80,64.20,34.88,56.50,688.770,199.000,No Turning-off Behavior,B
577,25.00,64.50,35.00,53.50,414.030,180.000,No Turning-off Behavior,B
596,25.10,63.90,34.73,54.80,430.870,184.000,No Turning-off Behavior,B
578,25.10,64.50,35.38,53.80,422.450,164.000,No Turning-off Behavior,B
562,25.20,65.20,34.71,54.70,224.870,179.000,No Turning-off Behavior,B
580,25.30,65.20,35.14,54.50,516.680,157.000,No Turning-off Behavior,B
563,25.60,66.30,34.52,55.50,27.530,133.000,No Turning-off Behavior,B
522,25.70,67.00,34.98,53.30,495.400,146.000,No Turning-off Behavior,B
543,25.70,66.30,35.67,51.80,546.610,141.000,No Turning-off Behavior,B
560,25.70,66.20,35.47,51.60,27.990,131.000,No Turning-off Behavior,B
560,25.60,66.20,34.69,52.40,529.770,137.000,No Turning-off Behavior,B
532,25.60,66.00,36.65,48.40,512.240,135.000,No Turning-off Behavior,B
550,25.50,66.60,35.71,48.50,262.050,125.000,No Turning-off Behavior,B
549,25.60,66.40,36.23,48.50,455.890,114.000,No Turning-off Behavior,B
534,25.60,66.20,35.26,51.40,126.430,109.000,No Turning-off Behavior,B
526,25.40,66.60,34.99,50.90,257.840,101.000,No Turning-off Behavior,B
525,25.40,66.30,35.41,49.90,406.320,94.000,No Turning-off Behavior,B
514,25.40,66.70,36.14,49.90,19.110,92.000,No Turning-off Behavior,B
523,25.40,66.60,36.38,49.80,328.220,88.000,No Turning-off Behavior,B
470,26.50,65.90,32.35,61.90,457.290,142.000,No Turning-off Behavior,B
481,26.20,65.60,32.28,59.60,19.580,142.000,No Turning-off Behavior,B
486,26.10,65.70,32.38,58.30,157.530,131.000,No Turning-off Behavior,B
474,26.00,66.10,32.50,58.20,264.150,144.000,No Turning-off Behavior,B
507,25.90,67.20,32.57,57.10,203.830,150.000,No Turning-off Behavior,B
534,25.70,67.10,32.87,55.50,14.900,161.000,No Turning-off Behavior,B
555,25.70,67.00,32.91,55.70,45.300,153.000,No Turning-off Behavior,B
553,25.70,66.70,32.99,54.30,8.590,159.000,No Turning-off Behavior,B
537,25.70,66.50,33.14,54.10,91.590,169.000,No Turning-off Behavior,B
524,25.70,66.00,33.35,50.10,233.760,191.000,No Turning-off Behavior,B
527,25.60,66.70,33.62,49.80,13.500,190.000,No Turning-off Behavior,B
538,25.80,65.80,33.55,51.60,318.630,207.000,No Turning-off Behavior,B
536,25.70,65.60,33.39,52.50,46.000,184.000,No Turning-off Behavior,B
547,25.60,65.90,33.67,52.10,171.790,201.000,No Turning-off Behavior,B
548,25.80,65.30,33.70,48.60,7.420,180.000,No Turning-off Behavior,B
540,25.80,64.80,33.72,50.50,11.860,195.000,No Turning-off Behavior,B
523,25.70,65.10,33.97,50.60,18.170,186.000,No Turning-off Behavior,B
533,25.60,65.50,33.84,50.90,48.570,196.000,No Turning-off Behavior,B
514,25.60,65.50,33.91,49.20,56.520,210.000,No Turning-off Behavior,B
498,25.60,65.50,34.14,48.20,76.160,225.000,No Turning-off Behavior,B
502,25.70,65.10,34.14,46.70,27.060,229.000,No Turning-off Behavior,B
489,25.80,64.20,34.48,46.80,262.750,253.000,No Turning-off Behavior,B
472,25.60,64.30,34.82,47.00,552.690,292.000,No Turning-off Behavior,B
463,25.50,64.40,35.01,45.80,66.570,287.000,No Turning-off Behavior,B
464,25.10,63.20,34.97,45.90,780.430,316.000,No Turning-off Behavior,B
474,24.90,62.80,35.75,44.40,754.940,321.000,No Turning-off Behavior,B
470,24.70,62.90,35.62,42.50,46.230,267.000,No Turning-off Behavior,B
477,24.70,63.30,35.13,43.60,18.170,211.000,No Turning-off Behavior,B
488,24.70,63.30,35.14,43.90,81.070,253.000,No Turning-off Behavior,B
492,24.60,63.20,35.50,43.80,102.820,280.000,No Turning-off Behavior,B
490,24.60,63.30,34.95,45.10,7.650,171.000,No Turning-off Behavior,B
511,24.60,63.30,34.68,46.30,14.430,151.000,No Turning-off Behavior,B
511,24.50,63.00,34.69,46.50,15.370,156.000,No Turning-off Behavior,B
523,24.50,63.00,34.84,46.30,198.450,180.000,No Turning-off Behavior,B
554,24.50,63.00,35.31,43.90,253.860,223.000,No Turning-off Behavior,B
563,24.50,63.10,35.95,42.20,355.340,193.000,No Turning-off Behavior,B
570,24.50,63.80,36.16,43.10,552.920,188.000,No Turning-off Behavior,B
578,24.40,64.50,36.12,43.40,212.950,172.000,No Turning-off Behavior,B
571,24.50,64.30,36.16,43.00,70.550,135.000,No Turning-off Behavior,B
575,24.50,64.30,35.56,43.30,102.820,147.000,No Turning-off Behavior,B
595,24.40,63.80,35.68,44.40,16.540,115.000,No Turning-off Behavior,B
613,24.30,63.50,35.34,45.80,3.680,107.000,No Turning-off Behavior,B
653,24.30,63.90,35.12,46.60,2.970,106.000,No Turning-off Behavior,B
653,24.30,63.90,34.89,46.70,2.510,108.000,No Turning-off Behavior,B
672,24.20,63.30,34.77,46.70,5.080,116.000,No Turning-off Behavior,B
683,24.10,63.20,35.04,45.70,136.950,138.000,No Turning-off Behavior,B
707,24.20,63.80,35.33,45.40,74.990,137.000,No Turning-off Behavior,B
743,24.20,64.30,35.56,45.30,17.240,107.000,No Turning-off Behavior,B
740,24.10,64.00,34.88,47.00,126.200,112.000,No Turning-off Behavior,B
703,24.20,64.10,34.92,47.80,5.780,98.000,No Turning-off Behavior,B
661,24.20,64.50,34.92,47.80,10.690,92.000,No Turning-off Behavior,B
402,26.40,66.90,26.74,88.70,2.740,74.000,No Turning-off Behavior,B
400,26.20,68.00,26.90,88.00,6.720,106.000,No Turning-off Behavior,B
401,26.10,68.40,27.30,86.10,9.750,163.000,No Turning-off Behavior,B
406,26.00,68.30,27.66,84.10,5.550,138.000,No Turning-off Behavior,B
436,26.10,69.00,27.65,83.30,6.010,157.000,No Turning-off Behavior,B
436,26.20,69.70,27.81,82.40,4.140,166.000,No Turning-off Behavior,B
437,26.20,69.30,28.32,81.40,8.820,183.000,No Turning-off Behavior,B
441,26.20,68.60,28.65,79.10,43.660,200.000,No Turning-off Behavior,B
443,26.20,68.70,28.78,77.70,6.010,169.000,No Turning-off Behavior,B
430,26.10,68.50,28.55,78.10,24.020,194.000,No Turning-off Behavior,B
454,26.20,68.10,28.82,76.10,8.350,192.000,No Turning-off Behavior,B
442,26.20,68.30,29.30,73.80,110.770,224.000,No Turning-off Behavior,B
451,26.20,68.10,29.20,75.10,6.250,156.000,No Turning-off Behavior,B
436,26.20,68.90,29.17,75.20,3.210,119.000,No Turning-off Behavior,B
431,26.10,68.80,29.12,73.80,5.080,175.000,No Turning-off Behavior,B
424,26.10,68.20,29.49,72.70,9.520,209.000,No Turning-off Behavior,B
439,26.10,68.40,29.45,72.50,10.690,187.000,No Turning-off Behavior,B
454,26.10,68.30,29.47,73.00,6.250,176.000,No Turning-off Behavior,B
468,26.20,68.60,29.85,71.00,19.580,261.000,No Turning-off Behavior,B
436,26.10,66.60,29.95,68.70,148.410,225.000,No Turning-off Behavior,B
435,26.00,66.20,30.71,66.90,244.750,249.000,No Turning-off Behavior,B
431,26.00,66.00,31.11,64.10,20.740,312.000,No Turning-off Behavior,B
439,25.90,65.40,30.92,64.90,751.440,314.000,No Turning-off Behavior,B
428,25.80,64.20,31.17,60.90,709.820,323.000,No Turning-off Behavior,B
414,25.60,64.60,30.98,64.70,15.600,321.000,No Turning-off Behavior,B
411,25.60,65.00,31.05,64.00,5.550,168.000,No Turning-off Behavior,B
414,25.50,64.90,30.92,63.70,737.170,322.000,No Turning-off Behavior,B
421,25.40,64.90,31.86,59.70,40.390,303.000,No Turning-off Behavior,B
414,25.40,65.60,31.73,59.70,533.280,236.000,No Turning-off Behavior,B
413,25.40,65.10,31.56,60.00,36.880,146.000,No Turning-off Behavior,B
439,25.30,65.10,32.09,58.70,722.440,280.000,No Turning-off Behavior,B
414,25.30,63.80,32.10,57.40,570.230,237.000,No Turning-off Behavior,B
416,25.10,63.00,33.23,55.90,252.460,251.000,No Turning-off Behavior,B
431,25.00,62.90,32.25,57.40,16.770,144.000,No Turning-off Behavior,B
440,24.90,63.40,32.25,58.80,382.470,203.000,No Turning-off Behavior,B
459,24.80,63.80,32.27,57.60,159.870,180.000,No Turning-off Behavior,B
514,24.90,64.20,32.75,56.10,345.760,166.000,No Turning-off Behavior,B
509,24.90,63.90,33.07,56.00,588.460,169.000,No Turning-off Behavior,B
530,25.00,64.30,32.15,58.30,9.050,143.000,No Turning-off Behavior,B
516,25.00,64.50,32.70,54.80,469.210,161.000,No Turning-off Behavior,B
513,24.90,64.60,32.59,55.40,77.330,187.000,No Turning-off Behavior,B
514,24.90,63.90,32.25,55.50,70.310,139.000,No Turning-off Behavior,B
525,24.80,63.60,32.82,54.60,80.840,151.000,No Turning-off Behavior,B
507,24.80,63.60,32.55,56.90,138.120,133.000,No Turning-off Behavior,B
525,24.90,63.20,32.62,54.90,419.880,155.000,No Turning-off Behavior,B
521,24.80,63.50,32.17,58.10,9.990,111.000,No Turning-off Behavior,B
506,24.80,63.70,32.02,59.60,4.610,134.000,No Turning-off Behavior,B
514,24.90,63.60,31.93,59.50,5.080,167.000,No Turning-off Behavior,B
522,25.00,63.20,31.82,60.40,2.740,107.000,No Turning-off Behavior,B
523,24.90,62.80,31.29,61.90,6.480,88.000,No Turning-off Behavior,B
512,24.80,62.70,31.02,63.70,3.910,51.000,No Turning-off Behavior,B
503,24.70,62.60,30.81,65.30,2.740,60.000,No Turning-off Behavior,B
494,24.60,62.30,30.61,64.50,3.680,77.000,No Turning-off Behavior,B
476,24.50,62.50,31.01,62.30,2.740,73.000,No Turning-off Behavior,B
461,24.50,62.40,30.85,62.70,2.970,65.000,No Turning-off Behavior,B
461,24.60,63.60,30.62,63.40,1.800,48.000,No Turning-off Behavior,B
447,26.90,65.50,28.78,73.50,9.050,173.000,No Turning-off Behavior,B
469,26.70,65.00,28.46,74.30,18.170,173.000,No Turning-off Behavior,B
481,26.60,65.20,28.90,71.30,9.990,208.000,No Turning-off Behavior,B
480,26.60,65.30,29.46,71.00,9.050,191.000,No Turning-off Behavior,B
479,26.40,64.40,29.24,69.60,9.990,173.000,No Turning-off Behavior,B
465,26.30,63.40,28.91,72.40,20.510,178.000,No Turning-off Behavior,B
458,26.30,63.40,29.44,69.30,27.060,244.000,No Turning-off Behavior,B
455,26.10,63.40,29.97,66.20,31.500,173.000,No Turning-off Behavior,B
448,26.10,63.50,30.05,65.30,6.720,165.000,No Turning-off Behavior,B
466,26.00,63.40,30.17,67.60,158.930,220.000,No Turning-off Behavior,B
461,26.10,62.90,30.46,65.30,646.220,272.000,No Turning-off Behavior,B
465,26.10,63.10,30.92,64.40,14.200,259.000,No Turning-off Behavior,B
498,26.10,62.80,30.28,65.00,214.820,257.000,No Turning-off Behavior,B
501,26.10,63.10,30.55,64.50,187.230,267.000,No Turning-off Behavior,B
481,25.90,63.40,31.26,61.60,6.480,226.000,No Turning-off Behavior,B
507,26.00,63.50,31.31,61.40,481.370,292.000,No Turning-off Behavior,B
481,25.90,63.30,31.45,60.90,6.480,211.000,No Turning-off Behavior,B
437,25.70,63.40,30.56,63.40,5.780,149.000,No Turning-off Behavior,B
412,25.50,63.50,30.12,65.50,3.680,99.000,No Turning-off Behavior,B
403,25.40,63.20,29.99,66.30,3.440,98.000,No Turning-off Behavior,B
400,25.30,63.10,30.25,64.70,2.970,119.000,No Turning-off Behavior,B
400,25.20,62.70,30.62,63.50,2.740,132.000,No Turning-off Behavior,B
409,25.10,62.80,31.28,61.20,2.270,145.000,No Turning-off Behavior,B
413,25.00,62.70,30.32,64.70,3.440,140.000,No Turning-off Behavior,B
415,25.00,63.10,30.31,66.00,3.680,184.000,No Turning-off Behavior,B
418,24.90,63.20,30.66,64.90,3.680,159.000,No Turning-off Behavior,B
422,24.90,63.30,30.61,64.20,2.970,177.000,No Turning-off Behavior,B
436,24.90,63.40,31.04,63.60,3.440,212.000,No Turning-off Behavior,B
437,24.90,63.70,31.50,61.20,2.970,167.000,No Turning-off Behavior,B
424,24.90,64.90,31.74,60.30,2.270,119.000,No Turning-off Behavior,B
454,24.90,64.90,31.96,59.80,2.970,117.000,No Turning-off Behavior,B
485,24.90,65.10,32.00,60.30,2.740,150.000,No Turning-off Behavior,B
501,25.00,65.30,31.79,61.00,5.310,125.000,No Turning-off Behavior,B
541,25.10,65.50,31.76,61.50,2.970,110.000,No Turning-off Behavior,B
531,25.10,65.60,31.79,61.10,4.610,121.000,No Turning-off Behavior,B
530,25.20,65.40,31.47,61.60,4.610,158.000,No Turning-off Behavior,B
519,25.30,65.60,31.32,61.90,5.080,186.000,No Turning-off Behavior,B
522,25.40,65.50,31.67,59.60,6.720,158.000,No Turning-off Behavior,B
541,25.30,65.20,32.00,59.20,3.680,139.000,No Turning-off Behavior,B
532,25.30,65.20,31.85,58.40,4.840,96.000,No Turning-off Behavior,B
505,25.40,65.30,32.08,56.90,5.780,112.000,No Turning-off Behavior,B
502,25.30,65.30,32.28,56.20,2.510,102.000,No Turning-off Behavior,B
534,25.30,65.40,32.50,55.60,21.910,89.000,No Turning-off Behavior,B
497,25.40,65.90,31.14,63.00,4.380,76.000,No Turning-off Behavior,B
482,25.40,66.10,30.47,65.30,3.210,35.000,No Turning-off Behavior,B
513,25.40,66.30,30.27,66.20,2.970,35.000,No Turning-off Behavior,B
511,25.40,66.50,30.33,66.10,82.710,110.000,No Turning-off Behavior,B
471,25.40,66.60,30.44,66.60,8.120,103.000,No Turning-off Behavior,B
449,25.30,66.50,30.24,67.40,3.440,101.000,No Turning-off Behavior,B
447,25.30,66.30,30.14,67.70,23.320,83.000,No Turning-off Behavior,B
441,25.00,64.10,30.17,68.90,1.570,52.000,No Turning-off Behavior,B
439,24.70,63.30,29.79,71.60,2.510,34.000,No Turning-off Behavior,B
438,24.50,62.70,29.54,73.50,2.270,34.000,No Turning-off Behavior,B
412,26.70,68.30,29.06,78.00,51.610,120.000,No Turning-off Behavior,B
408,26.40,68.30,29.13,78.20,35.010,163.000,No Turning-off Behavior,B
409,26.30,68.10,29.80,74.20,236.790,175.000,No Turning-off Behavior,B
445,26.30,68.50,29.41,75.80,8.590,83.000,No Turning-off Behavior,B
467,26.30,68.80,29.89,75.70,10.220,153.000,No Turning-off Behavior,B
466,26.40,69.50,30.00,73.20,53.250,160.000,No Turning-off Behavior,B
492,26.30,67.60,29.78,75.20,35.240,145.000,No Turning-off Behavior,B
523,26.30,67.00,30.45,71.90,344.350,212.000,No Turning-off Behavior,B
514,26.30,67.00,30.67,71.00,13.260,224.000,No Turning-off Behavior,B
522,26.40,66.50,30.55,71.90,69.380,185.000,No Turning-off Behavior,B
497,26.40,66.10,31.02,69.10,245.210,215.000,No Turning-off Behavior,B
497,26.30,66.10,31.85,64.50,23.550,197.000,No Turning-off Behavior,B
483,26.30,66.00,32.12,64.80,408.890,240.000,No Turning-off Behavior,B
493,26.30,65.90,32.49,62.70,13.730,244.000,No Turning-off Behavior,B
467,26.20,66.80,33.08,62.60,309.050,238.000,No Turning-off Behavior,B
464,26.20,67.10,32.22,66.50,244.280,260.000,No Turning-off Behavior,B
462,26.20,67.20,32.96,61.70,15.600,274.000,No Turning-off Behavior,B
498,26.40,67.10,33.42,61.80,352.070,270.000,No Turning-off Behavior,B
498,26.40,66.80,33.02,62.90,24.490,281.000,No Turning-off Behavior,B
480,26.30,66.80,33.41,62.20,359.080,278.000,No Turning-off Behavior,B
467,26.30,66.70,33.17,61.00,22.850,226.000,No Turning-off Behavior,B
448,26.30,66.10,33.03,61.40,5.080,185.000,No Turning-off Behavior,B
439,26.10,65.50,33.73,57.80,4.840,165.000,No Turning-off Behavior,B
429,26.00,65.40,33.15,61.30,4.840,153.000,No Turning-off Behavior,B
425,25.90,65.00,33.09,60.80,16.070,316.000,No Turning-off Behavior,B
433,25.90,65.40,33.57,57.60,361.190,284.000,No Turning-off Behavior,B
460,26.00,65.10,33.94,55.40,439.050,303.000,No Turning-off Behavior,B
446,25.90,65.40,34.68,53.10,22.610,284.000,No Turning-off Behavior,B
444,25.80,65.50,34.82,52.80,8.820,221.000,No Turning-off Behavior,B
444,25.80,65.90,33.51,55.80,5.310,165.000,No Turning-off Behavior,B
446,25.80,65.60,33.33,57.70,4.380,105.000,No Turning-off Behavior,B
449,25.70,65.50,33.64,56.10,2.510,82.000,No Turning-off Behavior,B
494,25.80,65.50,33.80,55.60,3.910,94.000,No Turning-off Behavior,B
513,25.80,65.90,34.55,53.10,196.580,178.000,No Turning-off Behavior,B
530,25.80,65.60,33.66,54.70,3.210,75.000,No Turning-off Behavior,B
518,25.90,65.90,32.22,65.40,4.140,35.000,No Turning-off Behavior,B
514,25.90,66.50,31.09,72.50,6.480,31.000,No Turning-off Behavior,B
555,25.90,66.50,30.44,77.90,2.970,10.000,No Turning-off Behavior,B
515,25.80,66.70,28.89,86.60,2.740,8.000,No Turning-off Behavior,B
502,25.80,66.70,28.45,91.50,1.800,17.000,No Turning-off Behavior,B
490,25.70,67.20,28.27,92.80,2.040,33.000,No Turning-off Behavior,B
494,25.70,67.10,28.14,93.30,3.210,92.000,No Turning-off Behavior,B
509,25.70,67.40,27.99,93.00,37.580,154.000,No Turning-off Behavior,B
496,25.70,67.50,27.71,93.20,3.210,134.000,No Turning-off Behavior,B
