CO2 [ppm],Temperature_Indoor [C],Relative_Humidity_Indoor [%],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Class,Room_ID
448,25.70,71.70,25.14,79.60,2.970,163.000,No Turning-off Behavior,A
468,25.60,71.20,25.18,79.80,3.910,184.000,No Turning-off Behavior,A
453,25.70,71.70,25.14,78.50,3.210,113.000,No Turning-off Behavior,A
442,25.70,71.50,25.41,79.10,2.740,87.000,No Turning-off Behavior,A
434,25.80,72.30,25.38,79.00,2.740,100.000,No Turning-off Behavior,A
437,25.80,72.20,25.09,79.90,2.970,73.000,No Turning-off Behavior,A
441,25.80,72.50,25.03,81.00,2.510,35.000,No Turning-off Behavior,A
437,25.80,72.00,25.00,81.30,2.270,39.000,No Turning-off Behavior,A
449,25.90,72.10,24.98,81.70,1.340,30.000,No Turning-off Behavior,A
456,25.90,72.30,24.90,82.10,2.270,46.000,No Turning-off Behavior,A
460,26.00,71.90,24.99,82.60,1.570,47.000,No Turning-off Behavior,A
465,26.00,72.50,24.95,82.10,2.270,57.000,No Turning-off Behavior,A
460,26.00,72.60,24.98,82.20,1.340,38.000,No Turning-off Behavior,A
463,26.00,72.30,24.90,82.40,1.800,33.000,No Turning-off Behavior,A
457,26.00,72.10,24.64,83.60,1.570,17.000,No Turning-off Behavior,A
443,25.90,72.90,24.32,85.90,1.340,36.000,No Turning-off Behavior,A
442,25.80,72.80,24.36,84.00,1.570,35.000,No Turning-off Behavior,A
439,25.80,72.70,24.46,82.80,1.340,24.000,No Turning-off Behavior,A
440,25.80,72.60,24.38,82.80,1.100,9.000,No Turning-off Behavior,A
445,25.80,73.00,24.15,84.70,2.040,11.000,No Turning-off Behavior,A
444,25.70,73.70,23.57,88.50,2.740,6.000,No Turning-off Behavior,A
461,25.70,73.90,22.56,92.20,2.740,9.000,No Turning-off Behavior,A
497,25.60,74.00,22.22,94.70,2.270,13.000,No Turning-off Behavior,A
508,25.60,73.80,21.66,98.30,2.740,7.000,No Turning-off Behavior,A
481,25.50,73.50,20.91,97.70,3.210,10.000,No Turning-off Behavior,A
475,25.30,72.20,20.53,96.80,3.210,27.000,No Turning-off Behavior,A
509,25.30,72.00,20.68,95.90,3.210,68.000,No Turning-off Behavior,A
504,25.30,71.60,20.76,94.80,2.970,54.000,No Turning-off Behavior,A
476,25.10,71.80,20.90,93.90,2.740,67.000,No Turning-off Behavior,A
463,25.00,71.70,21.04,93.00,3.210,89.000,No Turning-off Behavior,A
463,25.00,71.40,21.05,91.60,2.740,41.000,No Turning-off Behavior,A
456,24.90,71.10,21.08,90.30,2.510,34.000,No Turning-off Behavior,A
427,23.40,53.20,21.36,52.30,1.100,111.000,No Turning-off Behavior,A
441,23.40,53.70,21.24,49.10,1.570,119.000,No Turning-off Behavior,A
441,23.50,53.90,21.53,46.30,1.340,123.000,No Turning-off Behavior,A
441,23.50,52.20,21.95,45.60,1.340,129.000,No Turning-off Behavior,A
446,23.70,49.60,22.02,40.90,1.570,142.000,No Turning-off Behavior,A
453,23.80,47.70,22.63,37.00,1.570,151.000,No Turning-off Behavior,A
448,23.90,47.50,22.90,32.20,1.570,169.000,No Turning-off Behavior,A
449,24.00,44.70,23.36,31.10,1.570,184.000,No Turning-off Behavior,A
448,24.00,43.50,23.48,31.20,1.570,199.000,No Turning-off Behavior,A
450,24.10,42.90,23.63,29.80,1.100,213.000,No Turning-off Behavior,A
446,24.20,41.40,23.83,29.80,1.800,226.000,No Turning-off Behavior,A
456,24.40,42.00,24.02,30.00,1.800,237.000,No Turning-off Behavior,A
472,24.40,42.90,24.49,28.70,2.510,249.000,No Turning-off Behavior,A
462,24.50,41.80,24.06,29.00,2.510,255.000,No Turning-off Behavior,A
451,24.50,41.40,23.97,30.00,2.510,265.000,No Turning-off Behavior,A
455,24.60,42.40,24.44,32.60,1.570,264.000,No Turning-off Behavior,A
464,24.70,42.10,24.40,31.10,2.740,276.000,No Turning-off Behavior,A
454,24.90,42.10,24.99,31.20,2.040,275.000,No Turning-off Behavior,A
435,25.00,42.30,24.50,30.80,2.510,284.000,No Turning-off Behavior,A
459,25.10,42.40,24.54,30.40,3.910,282.000,No Turning-off Behavior,A
450,25.10,42.00,24.61,31.00,3.910,284.000,No Turning-off Behavior,A
442,25.10,41.40,24.55,29.90,4.610,284.000,No Turning-off Behavior,A
448,25.10,41.00,25.00,28.10,4.380,285.000,No Turning-off Behavior,A
455,25.30,40.90,24.59,28.90,6.250,280.000,No Turning-off Behavior,A
452,25.30,40.50,26.10,28.70,6.720,276.000,No Turning-off Behavior,A
450,25.40,40.10,25.52,27.60,16.300,273.000,No Turning-off Behavior,A
442,25.40,41.10,25.80,27.20,38.750,266.000,No Turning-off Behavior,A
439,25.60,39.30,26.72,23.70,32.670,257.000,No Turning-off Behavior,A
439,25.40,40.00,25.77,24.40,12.560,250.000,No Turning-off Behavior,A
439,25.50,38.90,26.15,24.60,30.560,241.000,No Turning-off Behavior,A
447,25.50,38.90,25.54,20.80,16.770,227.000,No Turning-off Behavior,A
454,25.40,36.20,25.41,19.90,64.700,219.000,No Turning-off Behavior,A
458,25.50,37.60,26.15,24.30,752.840,202.000,No Turning-off Behavior,A
470,25.70,38.00,27.38,21.00,690.640,185.000,No Turning-off Behavior,A
470,25.80,37.30,27.42,22.50,17.700,171.000,No Turning-off Behavior,A
471,25.90,37.50,26.69,20.70,19.110,151.000,No Turning-off Behavior,A
479,26.00,36.30,28.08,20.10,14.660,130.000,No Turning-off Behavior,A
462,26.10,36.10,27.33,19.60,16.770,124.000,No Turning-off Behavior,A
466,26.10,36.80,27.73,19.30,38.050,119.000,No Turning-off Behavior,A
475,26.10,36.30,27.38,20.40,28.460,117.000,No Turning-off Behavior,A
470,26.00,36.70,27.41,19.10,14.900,115.000,No Turning-off Behavior,A
480,26.10,35.40,27.23,18.80,9.050,113.000,No Turning-off Behavior,A
494,26.20,35.50,27.47,16.40,6.720,107.000,No Turning-off Behavior,A
508,26.00,36.10,26.07,18.50,7.880,110.000,No Turning-off Behavior,A
496,25.90,36.00,26.24,17.70,6.950,105.000,No Turning-off Behavior,A
501,26.00,35.60,27.05,15.70,5.550,99.000,No Turning-off Behavior,A
492,26.10,33.80,27.49,15.00,4.140,92.000,No Turning-off Behavior,A
478,26.00,33.80,26.86,15.80,5.310,91.000,No Turning-off Behavior,A
502,25.90,33.60,26.77,16.30,4.140,84.000,No Turning-off Behavior,A
486,25.90,34.20,26.79,17.70,4.140,82.000,No Turning-off Behavior,A
486,25.90,35.00,26.73,16.70,4.140,76.000,No Turning-off Behavior,A
500,25.90,33.70,26.40,16.90,4.610,75.000,No Turning-off Behavior,A
476,25.80,35.60,26.41,16.30,3.680,68.000,No Turning-off Behavior,A
442,24.10,63.60,18.23,99.40,1.800,19.000,No Turning-off Behavior,A
439,23.90,64.90,18.34,99.70,1.340,16.000,No Turning-off Behavior,A
438,23.90,65.70,18.39,100.00,1.800,44.000,No Turning-off Behavior,A
443,23.80,66.30,18.52,100.00,2.270,33.000,No Turning-off Behavior,A
450,23.80,67.00,18.65,100.00,2.040,62.000,No Turning-off Behavior,A
456,23.90,67.50,18.77,100.00,2.510,87.000,No Turning-off Behavior,A
463,24.10,67.50,19.29,100.00,3.210,137.000,No Turning-off Behavior,A
469,24.20,67.50,19.64,100.00,3.680,141.000,No Turning-off Behavior,A
449,24.20,68.40,20.03,99.80,3.210,132.000,No Turning-off Behavior,A
457,24.50,67.60,20.45,99.50,2.510,51.000,No Turning-off Behavior,A
460,24.50,68.30,20.53,98.90,2.970,46.000,No Turning-off Behavior,A
454,24.50,69.10,20.73,98.20,2.270,74.000,No Turning-off Behavior,A
447,24.60,69.50,20.89,97.50,2.740,77.000,No Turning-off Behavior,A
456,24.70,69.60,21.07,97.00,2.270,60.000,No Turning-off Behavior,A
458,24.70,69.70,21.26,96.10,2.740,67.000,No Turning-off Behavior,A
462,24.90,68.20,21.42,94.90,2.510,72.000,No Turning-off Behavior,A
461,25.00,68.20,21.51,93.80,1.800,38.000,No Turning-off Behavior,A
476,25.10,68.30,21.71,93.30,1.800,46.000,No Turning-off Behavior,A
457,25.00,69.00,21.74,92.30,2.040,57.000,No Turning-off Behavior,A
447,25.00,69.20,21.83,91.40,2.270,50.000,No Turning-off Behavior,A
445,25.00,68.60,21.85,91.00,2.040,35.000,No Turning-off Behavior,A
451,25.00,68.70,21.81,90.90,3.440,31.000,No Turning-off Behavior,A
459,25.10,68.30,21.69,91.80,2.040,18.000,No Turning-off Behavior,A
461,25.10,69.60,21.70,92.40,2.040,30.000,No Turning-off Behavior,A
456,25.10,69.00,21.57,94.30,1.800,36.000,No Turning-off Behavior,A
460,25.20,69.30,21.59,95.00,1.800,40.000,No Turning-off Behavior,A
536,26.00,66.90,22.49,89.70,1.570,36.000,No Turning-off Behavior,A
512,26.00,66.70,22.60,87.90,2.270,48.000,No Turning-off Behavior,A
492,25.90,67.20,22.74,87.70,1.800,64.000,No Turning-off Behavior,A
509,25.90,67.40,22.93,87.00,3.440,110.000,No Turning-off Behavior,A
502,25.90,67.10,23.41,85.70,2.270,104.000,No Turning-off Behavior,A
522,26.00,66.70,23.24,84.40,2.510,59.000,No Turning-off Behavior,A
540,26.10,66.20,23.12,83.70,1.800,22.000,No Turning-off Behavior,A
513,26.00,66.00,23.08,83.60,1.570,15.000,No Turning-off Behavior,A
479,25.40,71.90,23.15,91.20,2.040,45.000,No Turning-off Behavior,A
492,25.40,72.20,23.18,91.20,2.040,62.000,No Turning-off Behavior,A
528,25.60,70.80,23.27,91.00,1.570,49.000,No Turning-off Behavior,A
533,25.80,70.70,23.35,90.70,1.570,49.000,No Turning-off Behavior,A
526,25.80,71.30,23.49,90.00,2.270,88.000,No Turning-off Behavior,A
502,25.90,72.00,23.98,87.80,1.800,122.000,No Turning-off Behavior,A
502,25.90,71.50,24.10,86.50,2.970,109.000,No Turning-off Behavior,A
518,26.00,71.60,24.58,84.20,2.040,125.000,No Turning-off Behavior,A
528,26.00,70.80,24.85,83.40,3.210,168.000,No Turning-off Behavior,A
517,26.00,70.90,25.34,79.40,3.680,180.000,No Turning-off Behavior,A
524,26.10,70.60,25.82,76.60,2.970,243.000,No Turning-off Behavior,A
493,26.20,70.50,26.32,71.50,4.140,179.000,No Turning-off Behavior,A
488,26.40,69.60,27.07,69.80,3.210,176.000,No Turning-off Behavior,A
509,26.40,69.10,27.28,67.80,3.210,115.000,No Turning-off Behavior,A
500,26.40,68.30,26.62,69.60,3.440,104.000,No Turning-off Behavior,A
491,26.50,67.30,26.65,69.10,3.210,104.000,No Turning-off Behavior,A
540,26.40,67.90,26.82,69.80,2.740,96.000,No Turning-off Behavior,A
551,26.50,68.50,26.82,69.50,3.210,105.000,No Turning-off Behavior,A
494,26.60,68.90,26.71,71.10,2.510,103.000,No Turning-off Behavior,A
495,26.50,67.80,26.43,72.00,2.510,90.000,No Turning-off Behavior,A
477,26.50,66.60,26.71,71.00,2.510,105.000,No Turning-off Behavior,A
474,26.50,67.10,26.88,69.60,2.740,99.000,No Turning-off Behavior,A
461,26.50,67.40,27.14,69.80,2.970,104.000,No Turning-off Behavior,A
476,26.40,66.90,27.63,67.20,2.510,117.000,No Turning-off Behavior,A
452,26.50,66.50,27.54,66.10,2.970,134.000,No Turning-off Behavior,A
463,26.40,65.60,27.54,66.10,3.440,120.000,No Turning-off Behavior,A
478,26.30,64.50,27.69,64.70,3.210,127.000,No Turning-off Behavior,A
468,26.40,66.40,27.85,63.70,3.440,117.000,No Turning-off Behavior,A
464,26.20,66.10,27.97,61.70,3.440,124.000,No Turning-off Behavior,A
515,26.30,66.30,27.95,63.50,3.210,120.000,No Turning-off Behavior,A
524,26.30,66.30,28.36,63.00,2.970,102.000,No Turning-off Behavior,A
531,26.30,66.00,28.16,62.90,3.210,103.000,No Turning-off Behavior,A
514,26.20,67.20,28.36,62.40,2.740,83.000,No Turning-off Behavior,A
504,26.40,66.20,27.94,62.10,3.210,82.000,No Turning-off Behavior,A
478,26.50,64.90,27.87,61.60,2.510,67.000,No Turning-off Behavior,A
498,26.40,65.10,27.54,63.80,2.270,63.000,No Turning-off Behavior,A
519,26.30,64.30,27.56,64.00,2.040,68.000,No Turning-off Behavior,A
561,26.40,64.80,27.24,65.90,2.970,78.000,No Turning-off Behavior,A
569,26.50,65.50,27.86,64.50,2.270,75.000,No Turning-off Behavior,A
537,26.60,66.00,27.52,65.40,2.510,71.000,No Turning-off Behavior,A
576,26.60,65.20,27.61,66.50,2.270,69.000,No Turning-off Behavior,A
558,26.70,64.80,27.92,63.30,2.270,70.000,No Turning-off Behavior,A
570,26.70,64.20,27.92,64.60,1.800,53.000,No Turning-off Behavior,A
583,26.70,64.10,27.63,64.00,2.040,43.000,No Turning-off Behavior,A
489,25.60,68.00,25.03,82.60,2.270,115.000,No Turning-off Behavior,A
490,25.70,69.40,25.08,80.40,2.970,105.000,No Turning-off Behavior,A
493,25.90,70.70,25.24,80.40,2.510,100.000,No Turning-off Behavior,A
502,26.00,70.40,25.66,79.40,2.970,124.000,No Turning-off Behavior,A
506,26.10,68.90,25.71,79.10,2.970,157.000,No Turning-off Behavior,A
500,26.30,70.30,26.15,76.90,2.740,136.000,No Turning-off Behavior,A
525,26.30,69.10,26.02,77.70,2.740,93.000,No Turning-off Behavior,A
516,26.40,69.60,26.07,75.50,3.210,92.000,No Turning-off Behavior,A
527,26.40,68.90,26.21,74.80,2.740,76.000,No Turning-off Behavior,A
512,26.60,69.50,26.31,74.10,2.740,68.000,No Turning-off Behavior,A
496,26.50,69.80,26.19,74.40,2.510,64.000,No Turning-off Behavior,A
506,26.70,69.30,26.17,74.00,2.510,67.000,No Turning-off Behavior,A
495,26.70,69.20,25.88,75.50,2.510,57.000,No Turning-off Behavior,A
495,26.80,69.30,26.17,74.30,2.270,49.000,No Turning-off Behavior,A
508,26.80,69.20,26.22,72.40,1.800,62.000,No Turning-off Behavior,A
516,26.90,68.40,26.58,70.80,2.040,75.000,No Turning-off Behavior,A
520,26.90,68.00,26.56,69.00,2.510,77.000,No Turning-off Behavior,A
538,26.80,67.70,26.57,68.70,2.970,89.000,No Turning-off Behavior,A
531,26.90,67.60,27.25,67.60,2.510,139.000,No Turning-off Behavior,A
508,26.90,67.60,26.97,69.10,2.970,131.000,No Turning-off Behavior,A
505,26.90,67.50,27.54,66.30,2.740,99.000,No Turning-off Behavior,A
500,26.80,67.50,27.42,66.10,2.970,81.000,No Turning-off Behavior,A
566,23.40,68.80,27.91,63.40,2.740,109.000,No Turning-off Behavior,A
560,23.50,68.30,28.07,63.40,2.040,69.000,No Turning-off Behavior,A
555,23.50,68.10,27.95,62.70,3.440,102.000,No Turning-off Behavior,A
574,23.40,68.30,27.99,63.80,4.140,120.000,No Turning-off Behavior,A
543,23.70,69.80,27.29,68.50,3.440,86.000,No Turning-off Behavior,A
529,23.60,70.10,27.41,67.60,3.210,108.000,No Turning-off Behavior,A
517,23.80,70.50,27.33,68.20,3.210,82.000,No Turning-off Behavior,A
524,23.70,70.50,27.27,69.10,2.740,81.000,No Turning-off Behavior,A
538,23.80,70.70,27.44,69.70,2.740,82.000,No Turning-off Behavior,A
539,23.80,70.80,27.85,67.70,3.210,112.000,No Turning-off Behavior,A
530,23.80,69.30,28.07,66.80,4.380,134.000,No Turning-off Behavior,A
552,23.80,69.60,27.76,67.80,3.210,86.000,No Turning-off Behavior,A
540,23.90,68.90,27.77,67.70,2.510,54.000,No Turning-off Behavior,A
553,23.70,67.10,27.53,68.90,3.210,49.000,No Turning-off Behavior,A
553,24.50,70.80,27.26,69.10,2.270,34.000,No Turning-off Behavior,A
585,25.50,69.30,27.29,70.20,2.040,41.000,No Turning-off Behavior,A
581,25.80,68.90,27.21,69.90,2.040,43.000,No Turning-off Behavior,A
534,26.00,68.80,27.37,69.40,2.040,44.000,No Turning-off Behavior,A
540,26.10,69.00,27.19,70.30,1.800,36.000,No Turning-off Behavior,A
622,26.20,69.00,27.14,70.80,2.040,32.000,No Turning-off Behavior,A
616,26.30,68.50,27.01,71.40,2.040,34.000,No Turning-off Behavior,A
623,26.30,67.80,26.78,72.30,1.800,33.000,No Turning-off Behavior,A
454,25.00,66.20,20.03,85.50,2.270,19.000,No Turning-off Behavior,A
456,24.90,64.70,19.82,84.70,2.510,29.000,No Turning-off Behavior,A
472,24.80,65.20,19.54,86.00,2.270,84.000,No Turning-off Behavior,A
455,24.80,65.80,19.79,84.60,2.740,72.000,No Turning-off Behavior,A
463,24.80,65.60,19.81,82.80,2.740,85.000,No Turning-off Behavior,A
473,24.90,64.60,20.13,82.10,3.440,159.000,No Turning-off Behavior,A
467,24.80,64.40,20.24,78.20,4.140,140.000,No Turning-off Behavior,A
465,24.80,63.20,20.49,76.10,3.680,128.000,No Turning-off Behavior,A
479,24.90,62.90,20.70,76.80,2.970,105.000,No Turning-off Behavior,A
461,24.90,62.70,20.68,77.50,2.970,98.000,No Turning-off Behavior,A
482,25.00,63.20,20.72,75.40,2.970,76.000,No Turning-off Behavior,A
475,25.00,62.10,20.79,74.40,2.270,88.000,No Turning-off Behavior,A
484,25.10,61.70,20.82,73.80,2.270,106.000,No Turning-off Behavior,A
484,25.10,61.60,20.84,73.60,2.740,105.000,No Turning-off Behavior,A
448,25.00,60.70,20.99,73.40,2.040,65.000,No Turning-off Behavior,A
468,25.10,60.90,20.97,72.00,2.270,70.000,No Turning-off Behavior,A
456,25.00,60.40,21.18,73.50,2.510,97.000,No Turning-off Behavior,A
440,24.90,61.60,21.32,73.70,2.510,115.000,No Turning-off Behavior,A
443,25.20,61.60,21.19,73.00,2.970,126.000,No Turning-off Behavior,A
447,25.30,60.90,21.65,72.90,3.440,310.000,No Turning-off Behavior,A
453,25.50,60.70,21.94,71.50,3.910,283.000,No Turning-off Behavior,A
465,25.60,61.40,22.63,67.60,3.910,253.000,No Turning-off Behavior,A
513,25.80,61.10,22.63,68.50,3.210,98.000,No Turning-off Behavior,A
511,25.80,61.00,22.48,67.60,2.970,81.000,No Turning-off Behavior,A
488,25.60,60.60,22.62,67.40,6.250,133.000,No Turning-off Behavior,A
485,25.60,59.80,23.16,67.10,6.250,233.000,No Turning-off Behavior,A
479,25.50,59.70,23.56,66.60,3.210,170.000,No Turning-off Behavior,A
532,25.60,58.80,22.90,66.00,4.610,158.000,No Turning-off Behavior,A
539,25.60,58.80,23.44,66.10,2.740,114.000,No Turning-off Behavior,A
582,25.60,59.40,23.32,66.60,2.970,97.000,No Turning-off Behavior,A
607,25.70,59.10,23.16,68.30,2.740,118.000,No Turning-off Behavior,A
621,25.70,58.40,22.69,70.60,3.910,109.000,No Turning-off Behavior,A
622,25.70,58.10,22.73,70.50,3.440,99.000,No Turning-off Behavior,A
619,25.70,57.40,22.56,71.00,2.970,86.000,No Turning-off Behavior,A
635,25.80,58.40,22.49,73.10,2.970,86.000,No Turning-off Behavior,A
655,26.00,59.10,22.21,74.30,3.910,113.000,No Turning-off Behavior,A
663,26.10,59.40,22.58,74.90,2.970,118.000,No Turning-off Behavior,A
515,25.80,60.50,22.25,73.70,3.680,103.000,No Turning-off Behavior,A
487,25.60,61.20,22.30,74.10,2.270,87.000,No Turning-off Behavior,A
462,25.50,62.20,22.34,73.50,2.510,75.000,No Turning-off Behavior,A
469,25.50,61.50,22.62,73.50,2.510,82.000,No Turning-off Behavior,A
475,25.60,61.10,22.47,71.40,2.740,87.000,No Turning-off Behavior,A
472,25.60,60.90,22.70,71.20,2.040,57.000,No Turning-off Behavior,A
488,25.60,61.30,22.41,72.90,2.740,67.000,No Turning-off Behavior,A
466,25.50,61.50,22.24,73.80,2.040,59.000,No Turning-off Behavior,A
450,25.40,61.80,22.04,74.00,2.510,53.000,No Turning-off Behavior,A
442,25.30,61.90,21.89,73.50,2.740,51.000,No Turning-off Behavior,A
433,25.20,62.20,22.02,74.60,2.270,53.000,No Turning-off Behavior,A
431,25.90,64.40,23.03,77.80,2.970,99.000,No Turning-off Behavior,A
430,25.80,64.70,23.07,77.60,2.970,85.000,No Turning-off Behavior,A
426,25.80,64.90,22.97,77.80,2.040,68.000,No Turning-off Behavior,A
428,25.80,65.00,23.14,78.10,2.040,75.000,No Turning-off Behavior,A
434,25.80,65.30,23.52,77.50,2.040,91.000,No Turning-off Behavior,A
436,25.90,65.30,23.41,76.90,3.210,110.000,No Turning-off Behavior,A
441,25.90,65.20,23.35,76.60,2.970,125.000,No Turning-off Behavior,A
439,25.80,64.90,23.48,76.50,2.270,83.000,No Turning-off Behavior,A
460,25.90,64.90,23.42,76.20,2.510,84.000,No Turning-off Behavior,A
468,25.90,64.40,23.65,75.30,2.270,146.000,No Turning-off Behavior,A
472,25.90,63.30,23.81,74.20,2.740,137.000,No Turning-off Behavior,A
464,25.90,63.70,23.98,74.60,3.210,120.000,No Turning-off Behavior,A
452,25.90,64.80,24.20,74.30,2.510,94.000,No Turning-off Behavior,A
463,26.00,64.40,24.23,74.10,2.270,105.000,No Turning-off Behavior,A
455,26.00,64.30,24.36,72.90,2.740,106.000,No Turning-off Behavior,A
462,26.00,64.50,24.36,73.20,3.210,120.000,No Turning-off Behavior,A
465,26.00,64.50,24.46,72.10,2.970,90.000,No Turning-off Behavior,A
447,26.00,64.60,24.70,72.60,3.210,113.000,No Turning-off Behavior,A
457,26.10,64.90,24.43,73.00,2.510,75.000,No Turning-off Behavior,A
458,26.10,64.60,24.25,74.00,3.440,73.000,No Turning-off Behavior,A
455,26.00,64.80,24.55,73.10,2.510,67.000,No Turning-off Behavior,A
452,26.00,64.20,24.57,73.30,2.510,54.000,No Turning-off Behavior,A
434,26.00,65.30,24.34,74.80,2.270,42.000,No Turning-off Behavior,A
448,26.00,65.40,24.36,74.50,1.800,33.000,No Turning-off Behavior,A
453,26.00,65.60,24.35,75.50,1.800,26.000,No Turning-off Behavior,A
451,26.10,66.30,24.22,76.10,2.040,35.000,No Turning-off Behavior,A
447,26.10,65.60,24.08,76.90,1.800,48.000,No Turning-off Behavior,A
460,26.20,65.30,24.29,78.40,2.270,60.000,No Turning-off Behavior,A
473,26.30,65.20,24.11,77.80,1.340,35.000,No Turning-off Behavior,A
468,26.20,65.40,24.20,78.30,1.800,24.000,No Turning-off Behavior,A
496,26.40,64.70,24.06,78.50,2.270,29.000,No Turning-off Behavior,A
519,26.40,64.30,23.89,78.50,2.040,28.000,No Turning-off Behavior,A
530,26.40,64.30,23.89,79.80,2.270,29.000,No Turning-off Behavior,A
540,26.50,64.40,23.73,81.40,2.270,30.000,No Turning-off Behavior,A
542,26.40,65.00,23.66,82.80,1.570,22.000,No Turning-off Behavior,A
551,26.50,64.80,23.58,83.20,2.270,46.000,No Turning-off Behavior,A
547,26.60,65.40,23.70,84.70,1.800,43.000,No Turning-off Behavior,A
501,26.50,66.50,23.51,85.90,2.040,41.000,No Turning-off Behavior,A
468,26.50,67.00,23.58,87.10,2.040,37.000,No Turning-off Behavior,A
495,26.60,66.50,23.52,87.80,1.570,31.000,No Turning-off Behavior,A
514,26.70,66.80,23.31,89.30,2.040,27.000,No Turning-off Behavior,A
527,26.80,66.90,23.07,92.20,1.570,40.000,No Turning-off Behavior,A
518,26.80,67.70,22.94,93.70,1.800,30.000,No Turning-off Behavior,A
527,26.80,67.70,22.85,94.50,1.340,12.000,No Turning-off Behavior,A
525,26.90,67.70,22.64,95.40,1.800,28.000,No Turning-off Behavior,A
541,26.90,68.50,22.54,95.60,1.570,35.000,No Turning-off Behavior,A
565,27.00,68.00,22.55,95.90,1.800,55.000,No Turning-off Behavior,A
579,27.00,68.20,22.58,95.70,1.340,54.000,No Turning-off Behavior,A
528,26.90,68.40,22.54,93.10,2.040,38.000,No Turning-off Behavior,A
503,26.80,68.20,22.65,91.90,1.340,35.000,No Turning-off Behavior,A
500,26.80,68.40,22.41,91.50,2.040,21.000,No Turning-off Behavior,A
470,26.60,68.50,22.48,90.40,2.270,15.000,No Turning-off Behavior,A
465,26.60,68.60,22.37,91.10,1.340,20.000,No Turning-off Behavior,A
460,26.50,68.10,22.26,87.50,2.040,20.000,No Turning-off Behavior,A
444,26.40,67.00,22.17,82.90,1.570,13.000,No Turning-off Behavior,A
437,26.40,63.40,19.50,92.60,1.570,0.000,No Turning-off Behavior,A
435,25.40,65.90,19.37,97.50,2.510,68.000,No Turning-off Behavior,A
439,25.30,66.60,19.61,97.90,2.040,110.000,No Turning-off Behavior,A
425,25.30,66.20,18.91,98.00,3.910,115.000,No Turning-off Behavior,A
422,25.20,66.00,18.98,98.00,2.270,66.000,No Turning-off Behavior,A
425,25.30,65.30,19.36,96.90,2.970,200.000,No Turning-off Behavior,A
432,25.30,65.40,20.02,94.90,4.610,184.000,No Turning-off Behavior,A
427,25.40,64.80,20.30,90.60,5.550,258.000,No Turning-off Behavior,A
432,25.60,64.20,20.93,85.60,14.660,252.000,No Turning-off Behavior,A
447,25.80,63.80,21.31,82.20,20.280,297.000,No Turning-off Behavior,A
450,25.90,63.50,22.04,79.10,24.950,296.000,No Turning-off Behavior,A
462,25.90,63.40,22.28,77.40,523.230,299.000,No Turning-off Behavior,A
460,26.00,63.30,22.68,76.50,78.730,256.000,No Turning-off Behavior,A
448,26.00,63.10,23.38,74.80,558.530,319.000,No Turning-off Behavior,A
443,26.00,63.00,23.39,72.40,3.680,178.000,No Turning-off Behavior,A
439,26.10,63.00,22.79,74.70,4.610,134.000,No Turning-off Behavior,A
438,26.10,62.90,22.88,74.00,3.680,123.000,No Turning-off Behavior,A
430,26.10,62.90,23.07,73.20,3.910,138.000,No Turning-off Behavior,A
426,26.00,62.80,23.67,70.80,2.970,116.000,No Turning-off Behavior,A
446,26.10,62.80,23.47,71.60,3.440,110.000,No Turning-off Behavior,A
469,26.00,63.00,23.37,70.30,2.740,91.000,No Turning-off Behavior,A
491,26.10,62.80,23.58,69.70,2.510,119.000,No Turning-off Behavior,A
472,26.10,62.60,23.99,69.90,3.210,138.000,No Turning-off Behavior,A
482,26.10,62.50,24.13,67.80,3.210,186.000,No Turning-off Behavior,A
496,26.20,62.50,25.08,67.20,65.870,217.000,No Turning-off Behavior,A
481,26.20,62.60,24.86,68.50,2.970,152.000,No Turning-off Behavior,A
486,26.20,62.60,24.49,67.40,3.910,117.000,No Turning-off Behavior,A
493,26.30,62.50,24.39,66.60,104.220,169.000,No Turning-off Behavior,A
504,26.30,62.40,24.45,65.20,7.650,147.000,No Turning-off Behavior,A
486,26.30,62.30,24.89,63.10,784.640,144.000,No Turning-off Behavior,A
493,26.40,62.10,25.08,66.00,8.820,136.000,No Turning-off Behavior,A
481,26.40,62.20,24.80,68.70,3.210,121.000,No Turning-off Behavior,A
484,26.40,62.30,24.87,68.70,2.740,64.000,No Turning-off Behavior,A
461,26.40,62.40,24.67,68.60,5.080,83.000,No Turning-off Behavior,A
468,26.30,62.60,24.90,68.60,2.040,58.000,No Turning-off Behavior,A
473,26.40,62.60,24.59,69.00,2.510,62.000,No Turning-off Behavior,A
467,26.40,62.50,24.99,68.10,2.040,68.000,No Turning-off Behavior,A
470,26.40,62.50,24.89,67.10,2.510,56.000,No Turning-off Behavior,A
452,26.10,71.90,25.12,99.80,2.970,128.000,No Turning-off Behavior,A
462,26.30,71.40,25.61,98.40,15.370,164.000,No Turning-off Behavior,A
474,26.40,73.30,26.02,95.90,65.640,183.000,No Turning-off Behavior,A
471,26.50,73.70,26.78,93.90,65.640,169.000,No Turning-off Behavior,A
475,26.70,74.70,27.16,90.30,215.750,177.000,No Turning-off Behavior,A
488,26.70,74.30,27.75,88.80,379.190,152.000,No Turning-off Behavior,A
494,26.80,74.90,28.03,86.50,14.660,175.000,No Turning-off Behavior,A
494,26.90,73.00,28.54,86.20,458.690,185.000,No Turning-off Behavior,A
