Temperature_Indoor [C],Relative_Humidity_Indoor [%],Indoor_Illumination [LUX],Temperature_Outdoor [C],Relative_Humidity_Outdoor [%],Solar_Radiation [w/m2],Southward_Vertical_Irradiance [w/m2],Shading_Status_last,Class,Room_ID
25.50,64.80,428,20.14,93.60,2.510,93.000,1,Rolling Down,C
25.50,64.60,367,20.30,91.90,2.510,65.000,1,Rolling Down,C
25.70,64.20,382,20.21,93.50,2.510,72.000,1,Rolling Down,C
25.10,66.00,394,20.81,88.40,2.270,78.000,1,Rolling Down,C
25.20,65.80,304,20.76,89.20,2.270,52.000,1,Rolling Down,C
24.90,67.10,358,20.88,89.20,2.040,73.000,1,Rolling Down,C
25.20,66.00,258,21.05,88.60,2.270,41.000,1,Rolling Down,C
25.20,66.00,297,20.76,90.10,1.570,45.000,1,Rolling Down,C
25.00,67.00,269,20.73,88.90,1.570,47.000,1,Rolling Down,C
24.90,66.90,308,20.99,87.90,1.570,55.000,1,Rolling Down,C
25.60,65.20,258,21.19,87.30,1.800,39.000,1,Rolling Down,C
25.80,64.70,227,21.07,88.40,1.800,31.000,1,Rolling Down,C
25.90,64.90,198,20.82,90.30,1.570,31.000,1,Rolling Down,C
26.00,64.80,235,20.67,89.70,2.040,38.000,1,Rolling Down,C
26.00,64.30,218,20.85,88.20,1.570,29.000,1,Rolling Down,C
26.00,64.10,188,20.71,89.40,1.800,24.000,1,Rolling Down,C
26.10,64.10,189,20.72,89.10,1.570,25.000,1,Rolling Down,C
26.10,63.70,210,20.68,89.30,1.800,29.000,1,Rolling Down,C
26.10,63.50,169,20.55,89.80,1.800,20.000,1,Rolling Down,C
26.00,63.80,179,20.45,90.10,1.570,23.000,1,Rolling Down,C
26.00,64.00,186,20.46,90.80,1.570,25.000,1,Rolling Down,C
26.00,63.70,160,20.34,90.90,1.570,17.000,1,Rolling Down,C
25.80,64.00,128,20.29,90.40,1.570,15.000,0.5,Rolling Down,C
25.40,67.70,197,21.26,96.30,2.740,37.000,0.5,Rolling Down,C
25.30,69.20,287,21.36,95.90,2.740,54.000,1,Rolling Down,C
25.50,68.70,233,21.66,95.30,2.510,49.000,1,Rolling Down,C
25.40,69.70,284,21.71,94.30,2.270,54.000,1,Rolling Down,C
26.30,71.00,682,25.20,79.30,3.680,182.000,1,Rolling Down,C
26.40,69.30,528,25.10,78.60,3.210,117.000,1,Rolling Down,C
26.40,68.90,402,25.39,78.70,2.970,86.000,1,Rolling Down,C
26.50,69.00,447,25.36,79.20,2.740,98.000,1,Rolling Down,C
26.50,68.70,352,25.08,80.10,2.740,72.000,1,Rolling Down,C
26.50,68.70,231,25.04,81.10,2.510,35.000,1,Rolling Down,C
26.50,68.90,231,24.97,81.10,1.800,38.000,1,Rolling Down,C
26.50,69.00,208,24.97,81.60,2.040,30.000,1,Rolling Down,C
25.90,68.10,318,24.91,82.10,2.510,47.000,1,Rolling Down,C
26.40,69.50,281,24.99,82.60,1.800,47.000,1,Rolling Down,C
26.30,70.20,296,24.94,82.10,2.510,56.000,1,Rolling Down,C
26.30,70.80,228,24.98,82.10,1.570,37.000,1,Rolling Down,C
26.40,70.70,213,24.90,82.30,1.800,33.000,1,Rolling Down,C
26.30,71.00,158,24.64,83.70,2.040,17.000,1,Rolling Down,C
26.30,71.40,235,24.33,85.90,1.340,37.000,1,Rolling Down,C
26.20,71.40,225,24.34,83.90,1.340,35.000,1,Rolling Down,C
26.20,70.90,182,24.45,82.80,1.340,23.000,1,Rolling Down,C
26.20,71.00,125,24.39,82.90,1.340,8.000,1,Rolling Down,C
26.20,70.70,116,24.14,84.90,2.040,9.000,1,Rolling Down,C
26.20,71.30,107,23.57,88.60,2.510,6.000,1,Rolling Down,C
26.10,71.70,115,22.53,92.40,2.970,9.000,1,Rolling Down,C
26.00,73.50,139,22.21,94.70,2.040,13.000,1,Rolling Down,C
26.10,72.70,152,21.99,95.90,2.970,16.000,1,Rolling Down,C
25.90,72.20,208,21.65,98.00,2.740,30.000,1,Rolling Down,C
26.40,71.80,118,21.65,98.20,2.510,7.000,1,Rolling Down,C
26.00,72.00,114,20.82,97.60,3.910,10.000,1,Rolling Down,C
25.70,72.40,193,20.52,96.80,2.970,28.000,1,Rolling Down,C
26.10,69.80,318,20.67,95.90,3.210,67.000,1,Rolling Down,C
25.80,70.60,278,20.76,94.80,3.210,54.000,1,Rolling Down,C
26.50,67.60,294,20.88,94.00,2.970,68.000,1,Rolling Down,C
25.90,69.30,390,21.04,92.90,2.740,88.000,1,Rolling Down,C
26.00,68.60,234,21.07,91.60,2.270,41.000,1,Rolling Down,C
26.10,67.50,209,21.10,90.40,2.270,35.000,1,Rolling Down,C
24.40,50.00,442,21.47,53.30,0.640,111.000,1,Rolling Down,C
24.80,49.90,459,21.24,49.10,1.570,119.000,1,Rolling Down,C
25.00,50.00,480,21.57,46.50,1.340,123.000,1,Rolling Down,C
25.10,50.20,492,22.00,45.70,1.800,130.000,1,Rolling Down,C
25.20,49.90,512,22.01,40.90,2.040,141.000,1,Rolling Down,C
25.20,49.60,520,22.58,36.80,1.340,150.000,1,Rolling Down,C
25.30,48.40,521,22.96,32.80,1.570,169.000,1,Rolling Down,C
25.30,47.10,533,23.34,32.00,1.570,184.000,1,Rolling Down,C
25.40,45.70,542,23.46,30.40,1.570,200.000,1,Rolling Down,C
25.30,40.90,562,23.65,31.00,1.340,213.000,1,Rolling Down,C
25.40,40.70,590,23.93,30.90,1.570,226.000,1,Rolling Down,C
25.60,41.90,623,24.05,30.40,1.800,237.000,1,Rolling Down,C
25.60,41.90,670,24.36,28.40,2.040,250.000,1,Rolling Down,C
25.60,41.70,697,24.00,28.70,2.510,256.000,1,Rolling Down,C
25.60,41.30,865,23.94,30.10,3.210,265.000,1,Rolling Down,C
25.70,42.00,946,24.52,32.40,1.340,265.000,1,Rolling Down,C
26.80,36.90,477,27.53,16.90,7.180,108.000,1,Rolling Down,C
26.70,37.60,470,26.18,18.50,7.880,109.000,1,Rolling Down,C
26.70,36.90,447,26.20,17.90,7.180,104.000,1,Rolling Down,C
26.70,36.40,431,26.99,15.70,5.080,99.000,1,Rolling Down,C
26.70,36.00,420,27.40,14.90,4.610,92.000,1,Rolling Down,C
26.70,35.70,351,26.83,15.60,4.840,90.000,1,Rolling Down,C
26.60,36.20,341,26.83,16.00,4.140,83.000,1,Rolling Down,C
26.60,36.50,330,26.74,17.80,4.140,81.000,1,Rolling Down,C
26.60,36.90,320,26.73,16.80,3.680,76.000,1,Rolling Down,C
26.30,38.00,309,26.35,17.20,4.610,75.000,1,Rolling Down,C
25.60,67.20,324,23.61,77.80,2.740,99.000,1,Rolling Down,C
25.50,68.30,379,23.55,77.80,2.040,106.000,1,Rolling Down,C
25.70,68.10,513,24.56,72.10,0.640,155.000,1,Rolling Down,C
25.80,67.90,505,24.37,72.60,2.270,159.000,1,Rolling Down,C
25.60,67.60,517,25.10,67.40,2.510,153.000,1,Rolling Down,C
25.70,67.00,552,25.26,68.80,2.270,172.000,1,Rolling Down,C
25.80,66.50,597,26.05,65.10,1.340,181.000,1,Rolling Down,C
26.00,66.00,573,25.64,66.10,3.440,173.000,1,Rolling Down,C
26.00,64.90,688,25.52,65.30,1.340,217.000,1,Rolling Down,C
26.10,65.00,727,25.87,61.20,2.270,242.000,1,Rolling Down,C
26.20,65.20,738,26.91,58.70,3.210,258.000,1,Rolling Down,C
26.40,64.60,755,27.23,57.90,2.270,275.000,1,Rolling Down,C
26.30,64.60,769,26.48,58.30,2.970,278.000,1,Rolling Down,C
26.40,63.10,775,27.28,57.30,3.440,254.000,1,Rolling Down,C
26.40,63.10,634,27.47,56.40,4.840,202.000,1,Rolling Down,C
26.50,63.10,687,27.09,58.80,3.910,248.000,1,Rolling Down,C
26.70,63.00,861,27.33,55.20,2.270,314.000,1,Rolling Down,C
26.40,63.50,1003,28.13,54.50,3.210,350.000,1,Rolling Down,C
26.70,62.30,829,28.61,54.00,5.080,258.000,1,Rolling Down,C
26.90,61.90,762,27.94,53.00,4.840,239.000,1,Rolling Down,C
26.00,69.80,235,23.18,90.90,1.800,41.000,1,Rolling Down,C
26.00,70.50,249,23.17,91.30,2.040,45.000,1,Rolling Down,C
25.80,72.10,311,23.20,91.30,1.800,62.000,1,Rolling Down,C
25.80,71.90,246,23.27,91.00,1.800,49.000,1,Rolling Down,C
26.10,71.10,261,23.34,90.70,1.570,49.000,1,Rolling Down,C
26.30,70.90,384,23.50,90.00,2.040,90.000,1,Rolling Down,C
26.40,70.90,487,23.97,87.80,1.570,119.000,1,Rolling Down,C
26.30,71.10,480,24.12,86.50,2.970,112.000,1,Rolling Down,C
26.50,70.30,542,24.60,84.20,1.800,124.000,1,Rolling Down,C
26.40,70.80,680,24.87,83.30,3.210,170.000,1,Rolling Down,C
26.60,70.50,720,25.34,79.10,3.210,181.000,1,Rolling Down,C
26.70,69.90,942,25.86,76.40,3.440,245.000,1,Rolling Down,C
26.80,69.30,663,26.29,71.20,3.680,178.000,1,Rolling Down,C
26.70,69.10,719,27.11,69.80,2.740,176.000,1,Rolling Down,C
26.90,69.00,516,27.30,68.00,2.970,114.000,1,Rolling Down,C
26.90,68.40,479,26.64,69.40,3.210,104.000,1,Rolling Down,C
26.80,67.70,472,26.67,69.10,2.970,105.000,1,Rolling Down,C
26.90,67.70,455,26.84,69.70,2.740,96.000,1,Rolling Down,C
27.00,68.00,483,26.81,69.70,2.970,106.000,1,Rolling Down,C
27.00,69.10,477,26.70,71.10,2.970,101.000,1,Rolling Down,C
27.10,68.40,396,26.43,71.80,2.740,92.000,1,Rolling Down,C
27.20,67.80,442,26.76,71.10,2.270,105.000,1,Rolling Down,C
27.20,67.80,429,26.85,69.70,2.740,99.000,1,Rolling Down,C
27.30,67.60,446,27.12,69.60,2.970,104.000,1,Rolling Down,C
27.20,67.80,486,27.66,67.10,2.970,118.000,1,Rolling Down,C
27.20,67.50,541,27.52,66.00,2.740,133.000,1,Rolling Down,C
27.30,67.10,491,27.57,66.20,3.210,121.000,1,Rolling Down,C
27.30,66.80,512,27.68,64.80,3.440,126.000,1,Rolling Down,C
27.20,66.70,503,27.87,63.10,3.440,117.000,1,Rolling Down,C
27.10,66.10,549,27.92,61.50,4.140,125.000,1,Rolling Down,C
27.10,66.10,529,28.00,63.70,3.210,119.000,1,Rolling Down,C
27.30,66.00,472,28.37,63.10,2.740,101.000,1,Rolling Down,C
27.40,66.00,461,28.19,62.90,2.970,103.000,1,Rolling Down,C
27.50,66.10,409,28.38,62.00,2.740,84.000,1,Rolling Down,C
27.40,65.90,394,27.94,62.10,2.740,82.000,1,Rolling Down,C
27.40,65.30,358,27.88,61.60,2.510,67.000,1,Rolling Down,C
27.40,65.70,309,27.51,63.60,2.970,63.000,1,Rolling Down,C
27.40,65.40,349,27.56,64.30,2.270,69.000,1,Rolling Down,C
27.40,66.10,384,27.25,66.00,2.970,78.000,1,Rolling Down,C
27.40,66.10,370,27.87,64.30,2.510,75.000,1,Rolling Down,C
27.40,66.40,330,27.51,65.30,2.510,71.000,1,Rolling Down,C
27.40,66.50,357,27.62,66.40,2.270,68.000,1,Rolling Down,C
27.40,66.60,347,27.88,63.30,2.270,69.000,1,Rolling Down,C
27.40,66.10,290,27.94,64.60,2.270,53.000,1,Rolling Down,C
27.50,65.90,251,27.62,64.10,2.270,43.000,1,Rolling Down,C
27.50,66.10,231,27.48,66.70,2.510,42.000,1,Rolling Down,C
27.40,67.30,236,27.27,68.20,2.270,43.000,1,Rolling Down,C
27.40,66.60,220,27.03,67.30,2.510,35.000,1,Rolling Down,C
27.40,65.70,226,26.93,64.50,2.040,36.000,1,Rolling Down,C
27.40,65.10,216,26.99,63.50,2.040,34.000,1,Rolling Down,C
27.40,64.80,198,26.89,63.10,1.800,29.000,1,Rolling Down,C
27.30,64.60,182,26.91,63.70,1.800,24.000,1,Rolling Down,C
27.40,64.90,168,27.00,64.50,1.570,20.000,1,Rolling Down,C
26.50,66.10,206,19.94,88.80,2.740,36.000,1,Rolling Down,C
26.10,65.00,244,19.82,86.50,2.510,29.000,1,Rolling Down,C
26.00,64.50,189,20.04,85.60,2.040,19.000,1,Rolling Down,C
25.70,63.00,244,19.83,84.80,2.740,30.000,1,Rolling Down,C
26.00,62.50,497,19.55,86.30,2.740,84.000,1,Rolling Down,C
26.10,62.40,438,19.81,84.80,2.270,72.000,1,Rolling Down,C
26.20,61.70,512,19.85,82.70,2.740,86.000,1,Rolling Down,C
26.30,61.90,844,20.08,82.00,3.910,160.000,1,Rolling Down,C
26.10,61.60,740,20.20,77.90,3.680,140.000,1,Rolling Down,C
25.80,60.80,695,20.52,76.20,3.440,126.000,1,Rolling Down,C
25.80,60.70,613,20.73,76.90,2.740,106.000,1,Rolling Down,C
25.40,61.00,435,20.67,77.30,3.680,98.000,1,Rolling Down,C
25.60,60.70,355,20.73,75.40,2.740,75.000,1,Rolling Down,C
25.80,60.40,402,20.75,74.10,2.970,89.000,1,Rolling Down,C
25.80,59.90,452,20.82,73.70,2.740,105.000,1,Rolling Down,C
25.80,59.50,450,20.87,73.90,2.970,104.000,1,Rolling Down,C
25.20,59.70,331,21.01,73.50,2.040,66.000,1,Rolling Down,C
25.60,59.70,355,20.99,72.00,2.740,71.000,1,Rolling Down,C
25.40,59.00,445,21.17,73.30,2.270,97.000,1,Rolling Down,C
25.60,59.80,487,21.28,73.80,2.740,115.000,1,Rolling Down,C
25.80,59.80,525,21.16,72.40,2.740,128.000,1,Rolling Down,C
26.00,58.60,1047,21.71,73.30,3.440,311.000,1,Rolling Down,C
26.10,58.90,985,22.09,71.80,4.140,281.000,1,Rolling Down,C
26.30,58.90,896,22.70,67.40,3.680,251.000,1,Rolling Down,C
26.50,58.70,704,23.26,66.60,3.440,182.000,1,Rolling Down,C
26.50,58.80,531,22.48,67.20,3.680,136.000,1,Rolling Down,C
26.50,59.30,576,22.59,69.30,4.840,147.000,1,Rolling Down,C
26.60,59.00,412,22.67,68.80,3.440,97.000,1,Rolling Down,C
26.60,59.40,350,22.46,67.20,3.440,80.000,1,Rolling Down,C
26.70,59.60,517,22.63,67.50,6.250,140.000,1,Rolling Down,C
26.60,58.80,873,23.07,66.80,6.720,234.000,1,Rolling Down,C
26.70,58.80,710,23.60,66.30,3.210,169.000,1,Rolling Down,C
26.80,58.50,634,22.92,66.40,4.610,159.000,1,Rolling Down,C
26.60,56.90,483,23.45,65.90,2.970,114.000,1,Rolling Down,C
26.00,58.80,421,23.30,67.00,3.440,97.000,1,Rolling Down,C
26.10,59.60,480,23.09,68.60,2.740,117.000,1,Rolling Down,C
26.20,59.60,465,22.67,70.60,3.910,109.000,1,Rolling Down,C
26.00,60.10,431,22.69,70.40,2.970,99.000,1,Rolling Down,C
26.30,59.90,382,22.52,70.80,2.970,85.000,1,Rolling Down,C
26.40,59.80,386,22.51,73.30,3.440,87.000,1,Rolling Down,C
26.10,61.40,444,22.64,75.10,3.440,118.000,0.5,Rolling Down,C
26.60,60.70,389,22.23,73.50,3.440,103.000,0.5,Rolling Down,C
26.90,60.40,350,22.32,74.20,2.740,87.000,0.5,Rolling Down,C
27.00,60.30,318,22.34,73.40,2.270,75.000,0.5,Rolling Down,C
27.10,60.40,336,22.61,73.30,2.270,81.000,0.5,Rolling Down,C
27.00,60.50,352,22.47,71.40,2.510,87.000,0.5,Rolling Down,C
26.50,59.70,261,22.70,71.10,2.270,57.000,0.5,Rolling Down,C
26.60,59.60,291,22.39,72.90,2.510,67.000,0.5,Rolling Down,C
26.80,59.10,258,22.27,73.90,2.270,59.000,0.5,Rolling Down,C
26.50,60.00,249,22.00,73.90,2.740,53.000,0.5,Rolling Down,C
26.70,59.80,251,21.87,73.90,2.270,51.000,1,Rolling Down,C
26.50,59.70,256,22.01,74.40,2.040,53.000,1,Rolling Down,C
26.50,59.80,255,22.00,74.00,2.040,51.000,1,Rolling Down,C
26.10,61.60,390,21.48,71.60,0.870,109.000,1,Rolling Down,C
26.10,61.60,451,21.51,67.80,1.340,107.000,1,Rolling Down,C
26.20,60.10,463,22.27,58.90,1.340,107.000,1,Rolling Down,C
26.20,59.60,461,22.25,58.10,1.570,108.000,1,Rolling Down,C
26.30,58.40,451,22.48,53.90,2.270,112.000,1,Rolling Down,C
25.80,54.00,485,22.61,53.10,1.800,115.000,1,Rolling Down,C
25.90,53.80,442,23.23,52.00,0.870,111.000,1,Rolling Down,C
26.00,52.80,461,23.64,45.30,1.100,112.000,1,Rolling Down,C
25.90,51.80,477,23.33,42.60,2.270,119.000,1,Rolling Down,C
25.90,48.90,486,24.47,41.90,0.870,125.000,1,Rolling Down,C
26.00,49.40,502,24.19,41.20,1.340,141.000,1,Rolling Down,C
26.20,49.90,500,24.76,41.00,1.100,153.000,1,Rolling Down,C
25.90,49.00,515,24.66,37.30,1.800,174.000,1,Rolling Down,C
26.00,48.10,510,25.29,33.60,0.870,188.000,1,Rolling Down,C
26.10,43.20,541,25.06,28.90,1.800,200.000,1,Rolling Down,C
26.30,42.70,569,25.80,31.20,1.100,207.000,1,Rolling Down,C
26.10,43.60,578,25.49,31.60,1.800,217.000,1,Rolling Down,C
26.30,42.90,618,25.77,31.80,1.800,225.000,1,Rolling Down,C
26.30,44.50,636,26.07,31.70,2.270,231.000,1,Rolling Down,C
26.40,42.50,642,25.96,32.50,2.040,236.000,1,Rolling Down,C
26.30,43.50,648,26.59,33.40,1.570,239.000,1,Rolling Down,C
26.40,43.90,649,26.03,32.70,2.510,245.000,1,Rolling Down,C
26.70,43.60,633,26.24,34.70,2.740,244.000,1,Rolling Down,C
26.80,44.60,630,26.98,34.50,3.210,243.000,1,Rolling Down,C
26.90,43.90,614,26.96,32.90,3.680,243.000,1,Rolling Down,C
27.00,44.10,590,26.88,33.60,4.610,243.000,1,Rolling Down,C
27.00,43.90,592,26.26,33.30,7.180,245.000,1,Rolling Down,C
27.00,44.50,661,26.27,33.60,7.650,244.000,1,Rolling Down,C
26.30,45.70,618,26.71,34.20,17.000,237.000,1,Rolling Down,C
26.70,43.00,555,26.16,32.90,11.630,216.000,1,Rolling Down,C
26.60,41.70,551,26.66,31.10,28.690,205.000,1,Rolling Down,C
26.50,42.00,564,27.17,31.00,15.130,195.000,1,Rolling Down,C
26.30,42.80,560,26.54,32.10,20.040,181.000,1,Rolling Down,C
26.40,41.60,522,26.54,30.90,524.160,164.000,1,Rolling Down,C
26.50,42.70,527,27.01,32.20,96.270,141.000,1,Rolling Down,C
26.90,43.30,528,27.15,34.20,13.730,126.000,1,Rolling Down,C
27.00,44.70,513,26.24,34.90,20.980,117.000,1,Rolling Down,C
27.00,45.00,499,26.58,33.50,13.960,115.000,1,Rolling Down,C
27.10,45.20,475,26.76,32.10,18.870,112.000,1,Rolling Down,C
27.10,45.00,461,26.59,31.50,39.450,109.000,1,Rolling Down,C
27.10,45.10,455,26.24,34.00,27.060,112.000,1,Rolling Down,C
27.10,45.30,444,26.53,32.00,13.500,105.000,1,Rolling Down,C
27.20,46.10,376,26.18,31.80,6.720,100.000,0.5,Rolling Down,C
27.10,43.30,360,26.18,31.70,6.950,99.000,0.5,Rolling Down,C
26.90,41.80,357,26.10,31.90,6.480,94.000,0.5,Rolling Down,C
26.80,40.00,355,26.22,29.80,5.080,91.000,0.5,Rolling Down,C
26.80,40.90,338,25.87,31.50,5.550,90.000,0.5,Rolling Down,C
26.90,62.10,702,24.06,72.90,242.170,168.000,0.5,Rolling Down,C
27.00,61.90,821,24.36,70.60,564.380,191.000,1,Rolling Down,C
26.90,62.10,744,24.90,67.70,633.590,195.000,1,Rolling Down,C
26.90,62.10,825,24.93,67.10,17.000,196.000,1,Rolling Down,C
26.90,61.90,824,25.26,66.40,18.870,178.000,1,Rolling Down,C
27.00,61.80,892,25.87,64.20,89.020,204.000,1,Rolling Down,C
27.20,61.80,855,26.35,63.30,644.580,215.000,1,Rolling Down,C
26.80,61.70,926,26.00,63.80,684.800,209.000,1,Rolling Down,C
26.90,61.10,838,25.68,62.50,17.470,205.000,1,Rolling Down,C
26.90,61.10,931,26.33,61.10,681.990,225.000,1,Rolling Down,C
26.90,61.20,824,26.65,61.50,447.000,213.000,1,Rolling Down,C
27.10,60.80,852,26.79,59.00,611.140,217.000,1,Rolling Down,C
27.20,60.10,752,26.96,58.00,718.000,205.000,1,Rolling Down,C
27.50,59.20,760,27.33,55.90,15.370,214.000,1,Rolling Down,C
27.50,59.40,755,27.37,56.10,748.160,219.000,1,Rolling Down,C
27.70,59.20,764,28.01,53.90,702.800,223.000,1,Rolling Down,C
27.80,59.30,714,28.12,54.00,757.280,231.000,1,Rolling Down,C
27.40,59.50,747,28.50,53.30,749.570,231.000,1,Rolling Down,C
27.70,58.60,749,28.61,52.60,22.380,236.000,1,Rolling Down,C
27.90,58.30,785,29.36,50.80,771.780,237.000,1,Rolling Down,C
28.00,58.10,705,29.39,49.40,773.880,242.000,1,Rolling Down,C
28.10,57.70,725,29.39,48.70,20.280,246.000,1,Rolling Down,C
28.10,57.10,724,29.50,47.50,759.390,248.000,1,Rolling Down,C
28.10,56.50,757,29.59,48.30,712.150,242.000,1,Rolling Down,C
28.20,56.50,783,29.35,47.70,693.920,250.000,1,Rolling Down,C
28.30,56.30,808,30.15,46.30,695.790,246.000,1,Rolling Down,C
28.30,56.00,818,29.78,47.50,371.940,250.000,1,Rolling Down,C
28.30,56.10,823,29.50,48.00,669.360,243.000,1,Rolling Down,C
28.50,56.00,733,30.19,46.50,6.720,143.000,1,Rolling Down,C
27.00,57.50,944,30.71,44.00,251.060,242.000,1,Rolling Down,C
26.60,57.40,904,30.59,44.90,630.320,218.000,1,Rolling Down,C
26.80,58.60,935,30.40,45.80,268.130,221.000,1,Rolling Down,C
26.60,58.40,905,30.52,44.80,540.530,205.000,1,Rolling Down,C
27.60,56.40,930,30.14,45.80,548.480,191.000,1,Rolling Down,C
27.30,57.70,893,31.83,42.60,248.720,177.000,1,Rolling Down,C
27.30,57.80,859,30.63,46.60,530.240,177.000,1,Rolling Down,C
27.40,57.90,878,30.30,45.40,94.400,181.000,1,Rolling Down,C
27.30,58.00,897,30.98,45.00,579.580,196.000,1,Rolling Down,C
27.40,57.70,719,30.12,47.20,178.810,153.000,1,Rolling Down,C
27.30,58.00,711,29.78,48.60,86.680,167.000,1,Rolling Down,C
27.70,57.30,622,29.46,48.20,86.210,124.000,1,Rolling Down,C
27.40,58.30,713,29.31,49.50,78.030,146.000,1,Rolling Down,C
27.60,58.20,654,29.50,49.20,47.630,128.000,1,Rolling Down,C
27.70,57.40,633,29.20,49.30,89.250,134.000,1,Rolling Down,C
27.60,57.30,589,29.28,50.10,43.660,125.000,1,Rolling Down,C
27.50,57.80,523,28.84,50.60,14.430,101.000,1,Rolling Down,C
27.60,57.60,644,28.98,50.00,165.480,134.000,1,Rolling Down,C
27.30,57.00,388,29.06,49.40,85.510,101.000,1,Rolling Down,C
27.10,57.00,430,29.01,48.80,215.280,118.000,1,Rolling Down,C
26.70,57.10,374,28.76,50.20,5.550,92.000,1,Rolling Down,C
26.60,57.20,331,28.53,50.20,29.400,82.000,1,Rolling Down,C
27.30,62.30,395,24.30,75.70,15.370,110.000,1,Rolling Down,C
27.40,61.70,594,24.50,74.90,17.000,141.000,1,Rolling Down,C
27.40,62.30,852,25.30,71.10,202.190,173.000,1,Rolling Down,C
27.20,63.20,507,25.40,68.30,11.390,124.000,1,Rolling Down,C
26.80,63.10,466,25.03,67.90,42.260,112.000,1,Rolling Down,C
26.80,62.90,578,25.31,68.70,8.120,124.000,1,Rolling Down,C
26.60,63.00,810,25.58,67.40,224.170,173.000,1,Rolling Down,C
26.80,63.90,879,26.66,65.10,142.570,206.000,1,Rolling Down,C
26.30,54.50,1040,28.43,39.40,6.010,193.000,1,Rolling Down,C
26.50,55.90,1046,28.76,33.60,12.090,203.000,1,Rolling Down,C
26.60,55.50,1105,28.94,31.30,14.900,212.000,1,Rolling Down,C
26.60,54.00,1134,28.45,38.30,35.480,225.000,1,Rolling Down,C
26.40,53.40,1124,28.21,43.30,8.820,222.000,1,Rolling Down,C
26.30,53.40,1133,28.01,45.50,30.330,229.000,1,Rolling Down,C
26.10,53.70,1139,28.10,46.70,153.560,232.000,1,Rolling Down,C
26.10,53.30,982,28.41,42.80,37.810,198.000,1,Rolling Down,C
25.90,53.10,881,28.53,34.60,61.430,181.000,1,Rolling Down,C
25.60,52.10,820,28.62,33.60,20.040,169.000,1,Rolling Down,C
25.60,51.70,704,28.53,35.60,3.440,132.000,1,Rolling Down,C
25.50,51.80,685,28.45,34.80,3.910,115.000,1,Rolling Down,C
25.50,51.70,691,28.18,36.80,5.550,119.000,1,Rolling Down,C
25.30,53.10,631,28.52,36.10,14.430,103.000,1,Rolling Down,C
25.90,52.70,532,28.00,35.90,3.680,85.000,1,Rolling Down,C
25.80,52.60,465,27.77,38.90,2.970,71.000,1,Rolling Down,C
25.70,52.30,356,27.42,44.60,2.510,54.000,1,Rolling Down,C
27.50,59.40,404,24.53,65.20,120.590,139.000,0.5,Rolling Down,C
27.60,59.20,398,24.75,65.30,7.650,135.000,0.5,Rolling Down,C
26.10,57.80,491,24.80,63.90,359.550,171.000,0.5,Rolling Down,C
25.90,59.00,453,25.03,62.40,5.780,143.000,0.5,Rolling Down,C
26.00,58.80,539,24.97,62.30,19.580,183.000,0.5,Rolling Down,C
26.10,60.30,461,25.15,60.80,51.840,187.000,0.5,Rolling Down,C
27.50,48.70,540,30.10,34.40,62.830,158.000,1,Rolling Down,C
27.30,49.60,522,30.41,34.80,466.410,150.000,0.5,Rolling Down,C
27.20,50.90,493,30.48,34.50,226.510,141.000,0.5,Rolling Down,C
26.90,52.00,462,30.67,34.70,409.360,140.000,0.5,Rolling Down,C
26.90,52.20,460,30.01,36.30,405.610,135.000,0.5,Rolling Down,C
26.20,52.90,438,30.49,34.40,217.620,126.000,0.5,Rolling Down,C
26.70,53.00,357,30.00,35.40,342.720,105.000,0.5,Rolling Down,C
28.10,60.70,414,28.87,56.60,522.060,122.000,0.5,Rolling Down,C
28.20,61.10,486,28.92,56.10,29.400,128.000,0.5,Rolling Down,C
28.30,60.40,547,29.60,53.80,418.470,135.000,1,Rolling Down,C
28.40,60.40,558,29.73,54.40,309.750,145.000,1,Rolling Down,C
28.60,59.50,574,30.01,52.90,17.700,152.000,1,Rolling Down,C
28.70,59.10,678,30.74,50.80,587.530,169.000,1,Rolling Down,C
28.80,58.10,671,31.11,47.50,17.940,167.000,1,Rolling Down,C
28.80,57.50,692,30.79,48.00,608.340,183.000,1,Rolling Down,C
29.00,57.40,653,32.20,45.00,562.740,180.000,1,Rolling Down,C
29.10,56.60,714,32.05,45.20,19.580,195.000,1,Rolling Down,C
29.10,56.80,670,31.61,45.30,609.510,191.000,1,Rolling Down,C
29.20,55.70,662,31.89,43.00,18.410,191.000,1,Rolling Down,C
29.40,55.20,654,32.94,39.30,680.120,201.000,1,Rolling Down,C
28.10,53.10,700,32.24,39.90,647.850,210.000,1,Rolling Down,C
27.80,55.30,673,32.72,40.70,17.240,214.000,1,Rolling Down,C
27.50,53.60,710,32.68,40.30,645.980,215.000,1,Rolling Down,C
27.30,53.50,688,33.14,37.60,23.320,215.000,1,Rolling Down,C
26.90,53.60,737,33.31,37.70,645.750,229.000,1,Rolling Down,C
27.00,54.90,775,32.82,39.80,585.660,232.000,1,Rolling Down,C
26.80,53.00,704,33.42,35.90,18.170,248.000,1,Rolling Down,C
25.70,51.30,598,33.72,33.60,624.470,266.000,0.5,Rolling Down,C
25.80,53.00,627,34.54,32.60,19.340,286.000,0.5,Rolling Down,C
25.70,53.90,558,33.84,32.50,341.310,261.000,0.5,Rolling Down,C
25.90,55.80,700,33.81,32.90,197.980,300.000,0.5,Rolling Down,C
